id,subarea,objective,stem,options,correct_index,rationales,difficulty,assessment
Q308,Genre & Craft,Rhetorical Devices and Craft Techniques,'Never let a Fool Kiss You or a Kiss Fool You' is an example of:,"{""Chiasmus"",""Antithesis"",""Parallelism"",""Synecdoche""}",0,"{""Correct! Chiasmus reverses the word order (Fool Kiss / Kiss Fool)."",""Antithesis contrasts ideas but doesn't reverse structures."",""While parallel, the key feature is the reversal, making it chiasmus."",""Synecdoche uses parts for wholes, not relevant here.""}",3,False
Q309,Genre & Craft,Rhetorical Devices and Craft Techniques,Which compares two unlike things directly?,"{""Simile"",""Metaphor"",""Analogy"",""Euphemism""}",1,"{""Similes use 'like' or 'as' for comparison, not direct."",""Correct! Metaphors make direct comparisons without 'like' or 'as'."",""Analogies explain relationships, not direct comparisons."",""Euphemisms substitute mild terms, not comparisons.""}",1,False
Q310,Genre & Craft,Rhetorical Devices and Craft Techniques,'Her eyes sparkled like diamonds' is a:,"{""Simile"",""Metaphor"",""Hyperbole"",""Euphemism""}",0,"{""Correct! This uses 'like' to compare, making it a simile."",""Metaphors don't use 'like' or 'as'."",""While vivid, it's not an exaggeration."",""Euphemisms soften harsh terms, not relevant here.""}",1,False
Q311,Genre & Craft,Rhetorical Devices and Craft Techniques,'The wind whispered through the trees' uses:,"{""Irony"",""Hyperbole"",""Personification"",""Symbolism""}",2,"{""No ironic contrast between expectation and reality."",""This isn't an exaggeration."",""Correct! Wind is given the human quality of whispering."",""While potentially symbolic, the primary device is personification.""}",1,False
Q312,Genre & Craft,Rhetorical Devices and Craft Techniques,Which device exaggerates for emphasis?,"{""Hyperbole"",""Understatement"",""Litotes"",""Paradox""}",0,"{""Correct! Hyperbole deliberately exaggerates for effect."",""Understatement minimizes, opposite of exaggeration."",""Litotes affirms through negation, not exaggeration."",""Paradox presents contradictions, not exaggeration.""}",1,False
Q313,Genre & Craft,Rhetorical Devices and Craft Techniques,Calling a disastrous event 'a small setback' is:,"{""Paradox"",""Understatement"",""Euphemism"",""Metonymy""}",1,"{""Paradox involves contradictory truths, not minimization."",""Correct! Understatement deliberately minimizes significance."",""While mild, understatement is more specific than euphemism here."",""Metonymy substitutes related terms, not relevant.""}",2,False
Q314,Genre & Craft,Rhetorical Devices and Craft Techniques,'Jumbo shrimp' is an example of:,"{""Oxymoron"",""Paradox"",""Irony"",""Synecdoche""}",0,"{""Correct! Oxymoron combines contradictory terms (jumbo = large, shrimp = small)."",""Paradox reveals truth through contradiction, not just word pairing."",""While ironic, the specific device is oxymoron."",""Synecdoche uses parts for wholes, not relevant.""}",2,False
Q315,Genre & Craft,Rhetorical Devices and Craft Techniques,"'The more you learn, the less you know' expresses:","{""Paradox"",""Irony"",""Hyperbole"",""Chiasmus""}",0,"{""Correct! This paradox seems contradictory but reveals truth about knowledge."",""While containing irony, the primary device is paradox."",""Not an exaggeration, but a philosophical truth."",""Chiasmus reverses structure, not present here.""}",2,False
Q316,Genre & Craft,Rhetorical Devices and Craft Techniques,'Let's all give him a hand' uses a part for a whole:,"{""Metonymy"",""Synecdoche"",""Euphemism"",""Personification""}",1,"{""Metonymy substitutes associated terms, not parts for wholes."",""Correct! Synecdoche uses 'hand' (part) to represent applause (whole)."",""Euphemisms soften harsh terms, not relevant here."",""Personification gives human qualities to non-humans.""}",2,False
Q317,Genre & Craft,Rhetorical Devices and Craft Techniques,'The White House issued a statement' replaces an institution for people. This is:,"{""Synecdoche"",""Metonymy"",""Irony"",""Juxtaposition""}",1,"{""Synecdoche uses parts for wholes, not associations."",""Correct! Metonymy substitutes 'White House' (place) for the President/administration."",""No ironic contrast present."",""Juxtaposition places contrasting elements together.""}",2,False
Q318,Genre & Craft,Rhetorical Devices and Craft Techniques,'That's not bad at all' is an example of:,"{""Litotes"",""Euphemism"",""Understatement"",""Paradox""}",0,"{""Correct! Litotes affirms by denying the opposite ('not bad' = good)."",""Euphemisms soften harsh terms, not the same as negation."",""While understated, the specific device using negation is litotes."",""Paradox involves contradictions, not simple negation.""}",2,False
Q319,Genre & Craft,Rhetorical Devices and Craft Techniques,A rhetorical question is used to:,"{""Solicit a response"",""Confuse the audience"",""Emphasize a point"",""Transition to a new topic""}",2,"{""Rhetorical questions don't expect answers."",""They clarify rather than confuse."",""Correct! Rhetorical questions emphasize points without expecting answers."",""While they can transition, emphasis is the primary purpose.""}",1,False
Q320,Genre & Craft,Rhetorical Devices and Craft Techniques,"'O Death, where is thy sting?' demonstrates:","{""Apostrophe"",""Metonymy"",""Antithesis"",""Symbolism""}",0,"{""Correct! Apostrophe directly addresses Death as if it were present."",""Metonymy substitutes related terms, not direct address."",""Antithesis contrasts ideas, not present here."",""While Death may be symbolic, the device is apostrophe.""}",2,False
Q321,Genre & Craft,Rhetorical Devices and Craft Techniques,Placing 'love and hate' side by side for emphasis is:,"{""Juxtaposition"",""Parallelism"",""Chiasmus"",""Euphemism""}",0,"{""Correct! Juxtaposition places contrasting elements together for emphasis."",""Parallelism uses similar structures, but the emphasis here is on contrast."",""Chiasmus reverses structure, not simply contrasting."",""Euphemisms soften harsh terms, not relevant.""}",2,False
Q322,Genre & Craft,Rhetorical Devices and Craft Techniques,The contrast between what's expected and what occurs defines:,"{""Irony"",""Paradox"",""Hyperbole"",""Symbolism""}",0,"{""Correct! Irony is the contrast between expectation and reality."",""Paradox reveals truth through seeming contradiction."",""Hyperbole exaggerates, not about expectations."",""Symbolism represents abstract ideas, not expectations.""}",2,False
Q323,Genre & Craft,Rhetorical Devices and Craft Techniques,"When an author repeats similar grammatical forms, they're using:","{""Parallelism"",""Anaphora"",""Chiasmus"",""Antithesis""}",0,"{""Correct! Parallelism uses similar grammatical structures."",""Anaphora specifically repeats words at the beginning, not just structure."",""Chiasmus reverses structure rather than repeating it."",""Antithesis contrasts ideas, not just structure.""}",2,False
Q324,Genre & Craft,Rhetorical Devices and Craft Techniques,Which device intentionally softens harsh realities?,"{""Euphemism"",""Irony"",""Paradox"",""Understatement""}",0,"{""Correct! Euphemisms replace harsh terms with milder alternatives."",""Irony contrasts expectations, doesn't soften."",""Paradox presents contradictions, doesn't soften."",""Understatement minimizes but doesn't specifically soften harsh terms.""}",1,False
Q325,Genre & Craft,Rhetorical Devices and Craft Techniques,Diction contributes most directly to a text's:,"{""Setting"",""Tone"",""Theme"",""Conflict""}",1,"{""Setting involves time and place, not word choice."",""Correct! Diction (word choice) directly creates and shapes tone."",""Theme is the central idea, influenced by many elements."",""Conflict is the struggle, not directly determined by diction.""}",1,False
Q301,Meaning & Communication,"Language Development, Second Language Acquisition, and Word Formation",Krashen's theory stating learners need input slightly above their level is called:,"{""Input Hypothesis"",""Output Hypothesis"",""Monitor Model"",""Transfer Theory""}",0,"{""Correct! The Input Hypothesis (i+1) states learners acquire language when exposed to comprehensible input just beyond their current level."",""Output Hypothesis emphasizes language production, not input."",""Monitor Model is Krashen's broader framework, not specifically about input levels."",""Transfer Theory addresses L1 influence, not input complexity.""}",2,False
